Date,ADBE,APPF,AVLR,BL,BOX,COUP,CRM,CRWD,DBX,DDOG,DOCU,DOMO,ESTC,EVBG,FIVN,FSLY,HUBS,JCOM,MDLA,MIME,NET,NEWR,NOW,PAYC,PCTY,PD,PFPT,PLAN,PS,PYPL,QLYS,QTWO,RNG,RP,SHOP,SMAR,SQ,TEAM,TENB,TWLO,TWOU,VEEV,WDAY,WORK,ZEN,ZM,ZS,ZUO,OKTA,WIX,WK,YEXT
31/1/2020,351.14001460000003,131.4400024,85.13999939,61.16999817,15.02999973,161.1499939,182.3099976,61.09000015,17.02000046,46.20999908,78.51000214,24.21999931,64.87999725,90.63999939,71.73000336,22.51000023,180.9400024,95.86000061,28.21999931,51.02999878,17.86000061,66.01000214,338.230011,318.1600037,141.8899994,23.31999969,122.8099976,57.59000015,19.38999939,113.8899994,85.73999786,87.19000244,205.58000180000002,58.34999847,465.66000369999995,48.47999954,74.69000244,147.0,27.25,124.3399963,19.80999947,146.6100006,184.63000490000002,20.72999954,86.40000153,76.30000305,56.09000015,14.75,128.05,142.69,45.49,14.94
3/2/2020,358.0,132.4600067,87.23000336,61.50999832,15.15999985,161.7299957,185.41999819999998,61.08000183,16.90999985,45.25999832,80.62999725,23.87000084,65.5,91.70999908,72.70999908,22.43000031,182.91000369999998,96.38999939,28.84000015,51.54999924,17.69000053,67.87000275,343.2000122,323.4700012,144.11999509999998,23.47999954,121.4800034,59.90999985,19.68000031,116.5100021,85.56999969,86.84999847,205.7599945,58.88999939,469.3900146000001,50.50999832,79.80000305,149.3999939,28.20999908,128.1799927,20.0,148.58999630000002,188.57000730000001,20.97999954,87.87999725,87.66000366,56.81999969,15.31999969,129.35,145.21,46.16,15.21
4/2/2020,366.73999019999997,137.52999880000002,92.76999664,63.40000153,15.55000019,169.07000730000001,188.33999630000002,63.55500031,17.10000038,47.59999847,82.01999664,24.67000008,69.73000336,93.91999817,75.16999817,22.75,185.72000119999998,98.18000031,28.01000023,53.06000137,17.93000031,70.76999664,352.0299988,337.73999019999997,149.7599945,24.06999969,126.09999850000001,63.40000153,19.79000092,120.08000179999999,87.41000366,89.06999969,209.1499939,59.83000183,485.4599915,51.77000046,80.90000153,152.08999630000002,28.62999916,131.8999939,21.22999954,154.27999880000002,194.6999969,23.25,89.51999664,85.79000092,58.88000107,15.93999958,134.76,148.28,46.75,15.54
5/2/2020,365.5499878,133.5200043,88.5,61.34999847,15.55000019,158.6399994,185.4900055,61.81499863,17.61000061,45.72999954,80.73999786,24.70999908,67.16000366,91.83999634,73.27999878,21.06999969,177.17999269999999,97.76000214,27.79000092,52.72999954,18.0,62.93000031,338.5,322.5,136.77999880000002,22.90999985,127.52999879999999,59.43000031,19.03499985,119.72000120000001,87.97000122,85.40000153,206.2599945,59.25,475.5599976,48.84000015,78.25,146.58000180000002,27.40999985,127.15000149999999,21.87999916,151.5,188.47000119999998,23.30999947,87.22000122,86.98999786,58.50999832,15.68999958,129.67,145.5,46.03,15.49
6/2/2020,367.4599915,137.1000061,88.63999939,61.65999985,15.76000023,158.5500031,186.7299957,62.18999863,18.26000023,46.04999924,81.44000244,24.69000053,69.05999756,93.11000061,73.98000336,21.70999908,179.2400055,98.62999725,28.07999992,52.97999954,17.77000046,64.34999847,341.7000122,290.7099915,136.28999330000002,22.88999939,126.0699997,59.72000122,19.72999954,119.8899994,88.70999908,85.91000366,205.16000369999998,60.29999924,472.98001100000005,48.54999924,78.51000214,147.9400024,27.96999931,117.8700027,22.73999977,151.1100006,187.5,22.64999962,86.80999756,87.26000214,58.40000153,15.84000015,130.09,147.07,46.34,15.94
7/2/2020,366.0899963,136.8500061,89.83000183,62.0,15.44999981,157.88000490000002,185.72000119999998,62.09000015,18.10000038,47.18000031,83.16000366,24.75,69.59999847,92.54000092,73.91999817,21.61000061,179.47000119999998,98.58999634,28.92000008,52.91999817,18.17000008,62.06000137,341.05999760000003,293.5299988,140.1900024,22.5,126.6800003,59.86999893,19.46999931,118.8799973,88.56999969,86.08000183,207.47000119999998,60.27000046,478.6900024,48.24000168,78.86000061,148.0,27.19000053,122.20999909999999,25.32999992,151.63000490000002,192.08000180000002,22.98999977,86.94999695,88.63999939,58.97000122,15.71000004,132.79,145.05,47.03,15.88
10/2/2020,370.0,136.6900024,91.80999756,62.91999817,15.65999985,161.2400055,189.11999509999998,63.29999924,18.53000069,47.95000076,84.61000061,24.06999969,71.5,92.80999756,75.87999725,21.81999969,183.4400024,100.01999659999998,28.88999939,53.56000137,18.34000015,61.06999969,342.769989,297.98999019999997,143.78999330000002,22.88999939,128.25,61.02000046,19.97999954,120.0599976,89.91999817,88.02999878,212.6100006,60.50999832,491.6900024,49.63999939,80.16999817,151.27999880000002,27.69000053,125.70999909999999,23.22999954,153.42999269999999,194.8600006,26.54000092,89.19999695,89.66999817,60.84000015,15.84000015,135.76,145.8,47.08,15.75
11/2/2020,369.2799988,137.6999969,90.84999847,63.18000031,15.63000011,160.02999880000002,189.1100006,65.19000244,18.60000038,47.81000137,85.33000183,24.78000069,71.5,92.16000366,75.16999817,21.87000084,181.8999939,95.70999908,29.75,48.61999893,18.37000084,60.20000076,343.57000730000004,294.76000980000003,142.0500031,22.36000061,127.6800003,60.77999878,19.92000008,118.8399963,89.61000061,86.22000122,227.0200043,60.45999908,492.75,49.29999924,79.87999725,149.0,27.86000061,125.4100037,25.17000008,154.0200043,193.07000730000001,25.97999954,88.54000092,88.68000031,60.91999817,15.56000042,137.27,144.32,46.57,16.21
12/2/2020,374.2900085,137.3999939,92.68000031,63.41999817,15.59000015,165.3600006,189.46000669999998,65.08000183,18.56999969,50.00999832,87.33000183,24.61000061,72.20999908,91.13999939,75.62999725,22.29999924,184.16999819999998,95.75,29.75,46.45999908,17.81999969,60.06000137,349.7999878,296.35998539999997,142.8000031,22.04999924,126.09999850000001,62.56999969,20.63999939,118.5599976,91.05000305,87.20999908,235.14999390000003,60.54999924,531.25,49.13999939,80.0,151.53999330000002,28.0,125.91999820000001,24.70499992,154.47000119999998,194.3999939,25.80999947,88.87999725,88.27999878,60.47999954,15.81999969,137.58,145.0,46.29,15.9
13/2/2020,374.8399963,137.8000031,91.25,65.0,15.60999966,165.16000369999998,188.6399994,65.30999756,18.61000061,48.5,88.02999878,24.95000076,72.13999939,91.01999664,75.98000336,22.45999908,197.33999630000002,97.69000244,29.48999977,46.36999893,18.06999969,62.04999924,351.80999760000003,303.2900085,146.36999509999998,21.06999969,126.0699997,62.31999969,18.72999954,120.5100021,90.08000183,87.94000244,242.85000609999997,60.68999863,532.9699707,49.63999939,80.98999786,153.25,27.75,128.6699982,24.97999954,153.9499969,194.66999819999998,26.54999924,89.52999878,89.86000061,61.90000153,15.86999989,135.31,146.74,47.17,16.15
